VRLOG
Date	Time	U panels	U acku	I out	I in	P out	P in
2014-7-21	15:20:47	32.531467	12.408013	3.935654	3.613281	48.833645	117.545341

2014-7-21	15:21:17	32.525921	12.408013	3.884894	3.632812	48.203823	118.160568

2014-7-21	15:21:47	32.522221	12.408013	3.936835	3.627930	48.848297	117.988327

2014-7-21	15:22:17	32.522221	12.409983	3.941556	3.793945	48.914642	123.387527

2014-7-21	15:22:47	32.516682	12.409983	3.887255	3.769531	48.240772	122.572647

2014-7-21	15:23:17	32.520370	12.409983	3.889616	3.752441	48.270069	122.030785

2014-7-21	15:23:47	32.512981	12.409983	4.034812	3.762207	50.071953	122.320564

2014-7-21	15:24:17	32.514824	12.409983	3.963985	3.759766	49.192989	122.248116

2014-7-21	15:24:47	32.511127	12.408013	3.869548	3.659668	48.013405	118.979935

2014-7-21	15:25:17	32.509285	12.408013	3.932113	3.679199	48.789707	119.608139

2014-7-21	15:25:47	32.527767	12.408013	3.870729	3.583984	48.028053	116.579010

2014-7-21	15:26:17	32.529613	12.408013	3.889616	3.559570	48.262405	115.791443

2014-7-21	15:26:47	32.514820	12.408013	3.951000	3.615723	49.024067	117.564575

2014-7-21	15:27:17	22.161308	12.343012	3.965165	3.742676	48.942081	82.942589

2014-7-21	15:27:47	31.322964	12.419831	3.949820	4.494629	49.056099	140.785095

2014-7-21	15:28:17	32.535164	12.408013	3.890796	3.632812	48.277050	118.194153

2014-7-21	15:28:47	32.537010	12.408013	3.870729	3.662109	48.028053	119.154091

2014-7-21	15:29:17	32.529617	12.409983	3.871909	3.742676	48.050323	121.747810

2014-7-21	15:29:48	32.520370	12.409983	3.890797	3.776855	48.284721	122.824738

2014-7-21	15:30:18	32.527763	12.411953	3.985233	3.835449	49.464527	124.758583

2014-7-21	15:30:48	32.516678	12.409983	3.921489	3.808594	48.665607	123.842819

2014-7-21	15:31:18	32.529617	12.409983	3.921489	3.754883	48.665604	122.144897

2014-7-21	15:31:48	32.509285	12.408013	3.963985	3.608398	49.185177	117.306450

2014-7-21	15:32:18	32.516674	12.408013	3.934473	3.542480	48.818996	115.189682

2014-7-21	15:32:48	32.512981	12.411954	3.900240	3.662109	48.409603	119.066093

2014-7-21	15:33:18	32.524067	12.408013	3.896699	3.564453	48.350292	115.930511

2014-7-21	15:33:48	32.516674	12.408013	3.860104	3.586426	47.896225	116.618637

2014-7-21	15:34:18	32.518528	12.409983	3.870729	3.703613	48.035675	120.436050

2014-7-21	15:34:48	32.516674	12.406043	4.110363	3.725586	50.993336	121.143661

2014-7-21	15:35:18	32.520374	12.409983	3.908504	3.666992	48.504463	119.251961

2014-7-21	15:35:48	32.522224	12.409983	3.939195	3.671875	48.885345	119.417542

2014-7-21	15:36:18	32.512981	12.406043	3.926210	3.461914	48.708733	112.557144

2014-7-21	15:36:48	32.516674	12.411953	3.929752	3.696289	48.775894	120.191025

2014-7-21	15:37:18	32.507435	12.408013	3.954541	3.598633	49.068001	116.982323

2014-7-21	15:37:48	32.516678	12.408013	4.007662	3.579102	49.727119	116.380493

2014-7-21	15:38:18	32.514828	12.408013	3.986414	3.579102	49.463482	116.373871

2014-7-21	15:38:48	32.512978	12.409983	3.914406	3.752441	48.577713	122.003044

2014-7-21	15:39:18	32.511127	12.409983	3.939195	3.771973	48.885345	122.631081

2014-7-21	15:39:48	32.511135	12.413922	3.936835	3.786621	48.871559	123.107353

2014-7-21	15:40:19	32.507435	12.409983	3.923850	3.688965	48.694908	119.918785

2014-7-21	15:40:49	32.509277	12.411953	3.935654	3.835449	48.849155	124.687683

2014-7-21	15:41:19	32.512981	12.413922	3.866007	3.601074	47.992313	117.081657

2014-7-21	15:41:49	32.505581	12.408013	3.869549	3.388672	48.013409	110.150749

2014-7-21	15:42:19	32.509285	12.408013	3.842397	3.579102	47.676517	116.354034

2014-7-21	15:42:49	32.503738	12.408013	3.896699	3.637695	48.350288	118.238693

2014-7-21	15:43:19	32.501888	12.408013	3.909684	3.535156	48.511406	114.899254

2014-7-21	15:43:49	32.505592	12.409983	3.925030	3.627930	48.709557	117.928001

2014-7-21	15:44:19	32.494495	12.409983	3.855382	3.610840	47.845230	117.332420

2014-7-21	15:44:49	32.518528	12.409983	3.883714	3.574219	48.196819	116.228333

2014-7-21	15:45:19	32.514828	12.408013	4.015925	3.583984	49.829651	116.532631

2014-7-21	15:45:49	32.514828	12.409983	3.986414	3.757324	49.471325	122.168747

2014-7-21	15:46:19	32.516682	12.409983	3.849481	3.742676	47.771988	121.699394

2014-7-21	15:46:49	32.533310	12.409983	3.900240	3.713379	48.401913	120.808510

2014-7-21	15:47:19	32.537010	12.409983	3.934473	3.752441	48.826744	122.093224

2014-7-21	15:47:49	32.540707	12.409983	3.851841	3.701172	47.801281	120.438751

2014-7-21	15:48:19	32.537010	12.408013	3.817608	3.559570	47.368931	115.817772

2014-7-21	15:48:49	32.540707	12.409984	3.844759	3.530273	47.713394	114.877594

2014-7-21	15:49:19	32.538857	12.406043	4.253198	3.583984	52.765354	116.618752

2014-7-21	15:49:49	32.538857	12.408013	3.971068	3.571777	49.273067	116.221550

2014-7-21	15:50:19	32.538860	12.408013	4.652193	3.666992	57.724472	119.319748

2014-7-21	15:50:50	32.540707	12.402103	4.321664	3.791504	53.597729	123.378220

2014-7-21	15:51:20	32.538857	12.409983	4.050159	3.732910	50.262398	121.464630

2014-7-21	15:51:50	32.540707	12.409983	4.083212	3.718262	50.672588	120.994865

2014-7-21	15:52:20	32.537010	12.411955	4.070227	3.769531	50.519470	122.649277

2014-7-21	15:52:50	32.540707	12.409983	4.063144	3.723145	50.423550	121.153755

2014-7-21	15:53:20	32.538860	12.409984	4.030091	3.588867	50.013367	116.777649

2014-7-21	15:53:50	32.540707	12.408013	4.086753	3.532715	50.708488	114.957039

2014-7-21	15:54:20	32.540707	12.408013	3.989955	3.569336	49.507416	116.148712

2014-7-21	15:54:50	32.538857	12.408014	4.006482	3.542480	49.712482	115.268265

2014-7-21	15:55:20	32.540707	12.408013	4.027730	3.527832	49.976128	114.798149

2014-7-21	15:55:50	32.540707	12.409983	4.045436	3.657227	50.203796	119.008736

2014-7-21	15:56:20	32.540707	12.409983	4.050158	3.686523	50.262390	119.962074

2014-7-21	15:56:50	32.538857	12.408013	3.976970	3.557129	49.346294	115.744904

2014-7-21	15:57:20	32.540707	12.408013	4.034812	3.559570	50.064007	115.830933

2014-7-21	15:57:50	32.540707	12.409983	3.947459	3.681641	48.987900	119.803185

2014-7-21	15:58:20	32.540707	12.409983	3.992316	3.693848	49.544575	120.200417

2014-7-21	15:58:50	32.535160	12.409983	4.011204	3.747559	49.778969	121.927422

2014-7-21	15:59:20	32.538860	12.409983	4.060782	3.723145	50.394234	121.146881

2014-7-21	15:59:50	32.540707	12.406043	4.071407	3.557129	50.510048	115.751488

2014-7-21	16:00:20	32.540707	12.408013	4.052519	3.535156	50.283714	115.036484

2014-7-21	16:00:51	32.540707	12.408013	4.028910	3.540039	49.990772	115.195374

2014-7-21	16:01:21	32.540707	12.409983	4.040715	3.537598	50.145206	115.115929

2014-7-21	16:01:51	32.540707	12.413924	3.963985	3.505859	49.208611	114.083145

2014-7-21	16:02:21	32.538860	12.409983	3.881353	3.635254	48.167519	118.287018

2014-7-21	16:02:51	32.540707	12.409983	3.992316	3.679199	49.544571	119.723740

2014-7-21	16:03:21	32.540707	12.409983	3.874270	3.706055	48.079628	120.597641

2014-7-21	16:03:51	32.540707	12.411953	4.013564	3.518066	49.816170	114.480370

2014-7-21	16:04:21	32.540707	12.409983	3.991136	3.625488	49.529930	117.975952

2014-7-21	16:04:51	32.544399	12.415894	3.884895	3.544922	48.234440	115.367355

2014-7-21	16:05:21	32.546249	12.415894	3.909684	3.557129	48.542217	115.771202

2014-7-21	16:05:51	32.529617	12.415894	3.907323	3.491211	48.512905	113.567757

2014-7-21	16:06:21	32.529617	12.417864	3.967526	3.703613	49.268204	120.477119

2014-7-21	16:06:51	32.542553	12.423772	3.929752	3.532715	48.822342	114.963562

2014-7-21	16:07:21	32.538857	12.417863	3.814066	3.532715	47.362553	114.950500

2014-7-21	16:07:51	32.546249	12.415893	3.915587	3.496094	48.615505	113.784737

2014-7-21	16:08:21	32.540707	12.415894	3.941556	3.491211	48.937935	113.606468

2014-7-21	16:08:51	29.683920	12.382406	3.818788	3.288574	47.285789	97.617775

2014-7-21	16:09:21	25.393198	12.352860	3.827052	3.566895	47.275040	90.574860

2014-7-21	16:09:51	29.661747	12.408013	3.927391	4.428711	48.731121	131.363297

2014-7-21	16:10:21	32.527771	12.423774	3.897879	3.745117	48.426369	121.820312

2014-7-21	16:10:51	32.540707	12.421803	3.897879	3.579102	48.418682	116.466492

2014-7-21	16:11:22	32.540707	12.409983	3.895519	3.388672	48.343319	110.269775

2014-7-21	16:11:52	32.533314	12.406047	3.788096	3.327637	46.995300	108.259048

2014-7-21	16:12:22	32.540707	12.411953	3.778653	3.334961	46.900459	108.521988

2014-7-21	16:12:52	32.540707	12.409983	3.935654	3.369141	48.841396	109.634216

2014-7-21	16:13:22	32.540707	12.409983	3.894338	3.330078	48.328667	108.363098

2014-7-21	16:13:52	32.540707	12.408013	3.799901	3.356934	47.149223	109.236992

2014-7-21	16:14:22	32.540707	12.421803	3.878992	3.522949	48.184074	114.639259

2014-7-21	16:14:52	32.538857	12.425744	3.785736	3.503418	47.040588	113.997215

2014-7-21	16:15:22	32.540707	12.425744	3.844759	3.476562	47.773987	113.129799

2014-7-21	16:15:52	32.540707	12.427713	3.845939	3.498535	47.796230	113.844803

2014-7-21	16:16:22	32.540707	12.423772	3.832954	3.601074	47.619743	117.181503

2014-7-21	16:16:52	32.540707	12.423773	3.925030	3.471680	48.763676	112.970909

2014-7-21	16:17:22	32.538860	12.415893	3.843578	3.420410	47.721451	111.296249

2014-7-21	16:17:52	32.540707	12.415893	3.854202	3.403320	47.853363	110.746445

2014-7-21	16:18:22	32.538860	12.409983	3.893157	3.591309	48.314018	116.857086

2014-7-21	16:18:52	32.538857	12.421803	4.270905	3.593750	53.052338	116.936516

2014-7-21	16:19:22	32.537006	12.429684	3.904962	3.513184	48.537445	114.308479

2014-7-21	16:19:52	32.538857	12.443475	3.791637	3.654785	47.181145	118.922531

2014-7-21	16:20:22	32.540707	12.417863	3.864826	3.496094	47.992882	113.765358

2014-7-21	16:20:53	32.540707	12.433622	3.772751	3.479004	46.908955	113.209244

2014-7-21	16:21:23	32.538860	12.421803	3.930932	3.393555	48.829266	110.422401

2014-7-21	16:21:53	32.540707	12.415893	3.932113	3.400879	48.820690	110.667000

2014-7-21	16:22:23	32.540707	12.429684	3.786916	3.444824	47.070164	112.097015

2014-7-21	16:22:53	32.538857	12.425744	3.914406	3.579102	48.639404	116.459869

2014-7-21	16:23:23	32.537010	12.421802	3.805804	3.459473	47.274937	112.560898

2014-7-21	16:23:53	32.537010	12.425744	3.965165	3.459473	49.270130	112.560898

2014-7-21	16:24:23	32.540707	12.445441	3.857744	3.500977	48.011333	113.924248

2014-7-21	16:24:53	32.540707	12.409983	3.981692	3.371582	49.412731	109.713661

2014-7-21	16:25:23	32.540707	12.408013	3.982872	3.300781	49.419529	107.409752

2014-7-21	16:25:53	32.538857	12.409983	3.941556	3.361816	48.914642	109.389664

2014-7-21	16:26:23	32.540707	12.409983	3.943917	3.395996	48.943947	110.508110

2014-7-21	16:26:53	32.538857	12.409983	3.982872	3.391113	49.427380	110.342949

2014-7-21	16:27:23	32.538860	12.408013	3.956902	3.229980	49.097294	105.099884

2014-7-21	16:27:53	32.537010	12.408013	3.899060	3.217773	48.379585	104.696724

2014-7-21	16:28:23	32.538860	12.408013	3.952181	3.232422	49.038712	105.179321

2014-7-21	16:28:53	32.537010	12.408013	3.984052	3.239746	49.434177	105.411652

2014-7-21	16:29:23	32.540707	12.406043	3.850661	3.264160	47.771469	106.218079

2014-7-21	16:29:53	32.538857	12.408013	3.950999	3.342285	49.024055	108.754135

2014-7-21	16:30:23	32.533314	12.419834	3.995857	3.498535	49.627884	113.818939

2014-7-21	16:30:54	32.505581	12.409984	5.264853	3.750000	65.336731	121.895927

2014-7-21	16:31:24	32.533314	12.413923	3.876631	3.413086	48.124199	111.038994

2014-7-21	16:31:54	32.538860	12.439533	3.770390	3.571777	46.901890	116.221565

2014-7-21	16:32:24	32.531464	12.427712	3.875451	3.544922	48.162987	115.321495

2014-7-21	16:32:54	32.537006	12.419833	3.880173	3.449707	48.191101	112.243141

2014-7-21	16:33:24	32.538860	12.435594	3.606305	3.510742	44.846546	114.235550

2014-7-21	16:33:54	32.533314	12.433623	3.788096	3.552246	47.099762	115.566338

2014-7-21	16:34:24	32.538857	12.425745	3.882534	3.359375	48.243370	109.310219

2014-7-21	16:34:54	32.538860	12.433624	3.825871	3.535156	47.569443	115.029953

2014-7-21	16:35:24	32.535164	12.435593	4.217783	3.549805	52.450638	115.493477

2014-7-21	16:35:54	32.540707	12.409983	3.849480	3.222656	47.771980	104.867508

2014-7-21	16:36:24	32.535164	12.408013	4.028910	3.161621	49.990772	102.863861

2014-7-21	16:36:54	32.540707	12.411954	4.008842	3.293457	49.757568	107.171417

2014-7-21	16:37:24	32.537006	12.419832	3.979331	3.542480	49.422623	115.261711

2014-7-21	16:37:54	32.529617	12.415894	3.968707	3.327637	49.275043	108.246750

2014-7-21	16:38:24	32.537010	12.423774	3.951000	3.403320	49.086334	110.733871

2014-7-21	16:38:54	32.538860	12.415894	4.013564	3.439941	49.831985	111.931770

2014-7-21	16:39:24	32.535160	12.423774	4.053699	3.562012	50.362240	115.890625

2014-7-21	16:39:54	32.535160	12.427712	4.057241	3.454590	50.422230	112.395630

2014-7-21	16:40:24	32.538857	12.411953	4.033632	3.330078	50.065247	108.356934

2014-7-21	16:40:55	32.535160	12.408013	3.974609	3.217773	49.317005	104.690773

2014-7-21	16:41:25	32.533314	12.411953	3.980512	3.332520	49.405922	108.417900

2014-7-21	16:41:55	32.537010	12.408013	3.882533	3.222656	48.174526	104.855598

2014-7-21	16:42:25	32.538857	12.409983	3.867187	3.247070	47.991726	105.655952

2014-7-21	16:42:55	32.537010	12.409983	3.867188	3.217773	47.991730	104.696724

2014-7-21	16:43:25	32.540707	12.409983	3.993496	3.364258	49.559223	109.475327

2014-7-21	16:43:55	32.535160	12.417864	4.106821	3.505859	50.997940	114.063698

2014-7-21	16:44:25	32.540707	12.411953	3.955722	3.371582	49.098236	109.713661

2014-7-21	16:44:55	32.537010	12.409983	3.959263	3.337402	49.134384	108.589096

2014-7-21	16:45:25	32.540707	12.409983	3.901420	3.364258	48.416557	109.475327

2014-7-21	16:45:55	32.540707	12.408013	3.849481	3.215332	47.764408	104.629173

2014-7-21	16:46:25	32.538857	12.417863	3.878992	3.361816	48.168789	109.389664

2014-7-21	16:46:55	32.540707	12.433623	3.919128	3.454590	48.728962	112.414795

2014-7-21	16:47:25	32.540707	12.421803	3.948639	3.291016	49.049217	107.091972

2014-7-21	16:47:55	32.535160	12.427713	3.909684	3.369141	48.588436	109.615532

2014-7-21	16:48:25	32.533314	12.427713	4.076129	3.547363	50.656963	115.407486

2014-7-21	16:48:55	32.538860	12.427713	3.729074	3.476562	46.343857	113.123383

2014-7-21	16:49:25	32.538857	12.425741	3.982872	3.415527	49.490139	111.137352

2014-7-21	16:49:55	32.538857	12.429682	3.845939	3.266602	47.803799	106.291481

2014-7-21	16:50:25	32.537010	12.419833	3.733795	3.383789	46.373112	110.098381

2014-7-21	16:50:55	32.538857	12.423772	3.670050	3.227539	45.595867	105.020432

2014-7-21	16:51:25	32.540707	12.417864	3.822330	3.303223	47.465172	107.489197

2014-7-21	16:51:56	32.538860	12.417863	3.771570	3.269043	46.834839	106.370934

2014-7-21	16:52:26	32.538857	12.421803	3.893158	3.256836	48.360035	105.973717

2014-7-21	16:52:56	32.538860	12.423773	3.868367	3.144531	48.059719	102.319466

2014-7-21	16:53:26	32.540707	12.429684	3.822330	3.210449	47.510349	104.470284

2014-7-21	16:53:56	32.540707	12.425745	3.660606	3.198242	45.485760	104.073059

2014-7-21	16:54:26	32.538860	12.417863	3.720810	3.176270	46.204514	103.352188

2014-7-21	16:54:56	32.538860	12.427714	3.592140	3.264160	44.642090	106.212051

2014-7-21	16:55:26	32.540707	12.425742	3.622832	3.271484	45.016376	106.456413

2014-7-21	16:55:56	32.538860	12.421803	3.696021	3.210449	45.911240	104.464355

2014-7-21	16:56:26	32.538857	12.417863	3.789277	3.137207	47.054718	102.081131

2014-7-21	16:56:56	32.537010	12.423774	3.864826	3.193359	48.015728	103.902367

2014-7-21	16:57:26	32.540707	12.435593	3.581516	3.322754	44.538273	108.124763

2014-7-21	16:57:56	32.538860	12.429684	3.678313	3.188477	45.720272	103.749397

2014-7-21	16:58:26	32.540707	12.433624	3.790457	3.212891	47.129124	104.549728

2014-7-21	16:58:56	32.540707	12.435593	3.782194	3.168945	47.033821	103.119720

2014-7-21	16:59:26	32.538860	12.431653	3.711366	3.203125	46.138420	104.226036

2014-7-21	16:59:56	32.540707	12.431652	3.801082	3.166504	47.253727	103.040276

2014-7-21	17:00:26	32.537010	12.431654	3.707825	3.322754	46.094398	108.112480

2014-7-21	17:00:56	32.540707	12.441503	3.556726	3.264160	44.251019	106.218079

2014-7-21	17:01:26	32.540707	12.427713	3.759766	3.227539	46.725288	105.026405

2014-7-21	17:01:56	32.538860	12.421803	3.705464	3.190918	46.028538	103.828835

2014-7-21	17:02:27	32.538857	12.415892	3.776292	3.188477	46.886032	103.749382

2014-7-21	17:02:57	32.540707	12.421803	3.751502	3.093262	46.600422	100.656921

2014-7-21	17:03:27	32.538857	12.421803	3.805803	3.081055	47.274933	100.253998

2014-7-21	17:03:57	32.538860	12.423774	3.586238	3.103027	44.554604	100.968971

2014-7-21	17:04:27	32.538860	12.425741	3.554365	3.071289	44.165623	99.936249

2014-7-21	17:04:57	32.540707	12.421803	3.472914	3.098145	43.139851	100.815811

2014-7-21	17:05:27	32.537010	12.431654	3.494162	3.227539	43.438210	105.014473

2014-7-21	17:05:57	32.540707	12.425745	3.639359	3.244629	45.221745	105.582520

2014-7-21	17:06:27	32.538857	12.431653	3.530756	3.181152	43.893135	103.511063

2014-7-21	17:06:57	32.538857	12.429684	3.391462	3.154297	42.154797	102.637215

2014-7-21	17:07:27	32.540707	12.439532	3.379657	3.300781	42.041355	107.409752

2014-7-21	17:07:57	32.540707	12.431653	3.758585	3.115234	46.725430	101.371925

2014-7-21	17:08:27	32.540707	12.429683	3.678313	3.029785	45.720264	98.591347

2014-7-21	17:08:57	32.538857	12.427713	3.458748	3.068848	42.984329	99.856796

2014-7-21	17:09:27	32.540707	12.431653	3.307649	3.000488	41.119549	97.638008

2014-7-21	17:09:57	32.538860	12.433623	3.347785	3.105469	41.625099	101.048416

2014-7-21	17:10:27	32.538860	12.433624	3.384380	3.088379	42.080105	100.492332

2014-7-21	17:10:57	32.538860	12.425741	3.547283	2.976074	44.077621	96.838066

2014-7-21	17:11:27	32.540707	12.433622	3.557906	3.122559	44.237663	101.610260

2014-7-21	17:11:57	32.538860	12.445444	3.269875	3.208008	40.695042	104.384918

2014-7-21	17:12:27	32.540707	12.443475	3.491801	3.251953	43.450142	105.820854

2014-7-21	17:12:58	32.538860	12.427713	3.533117	3.117676	43.908562	101.445618

2014-7-21	17:13:28	32.540707	12.427713	3.458747	3.117676	42.984322	101.451370

2014-7-21	17:13:58	32.540707	12.447412	3.504786	3.203125	43.625519	104.231949

2014-7-21	17:14:28	32.540707	12.449383	3.280499	3.090820	40.840183	100.577477

2014-7-21	17:14:58	32.540707	12.451354	3.267513	3.085938	40.684963	100.418587

2014-7-21	17:15:28	32.538857	12.457263	3.234461	3.056641	40.292526	99.459587

2014-7-21	17:15:58	32.538857	12.449385	3.248626	3.039551	40.443398	98.903503

2014-7-21	17:16:28	32.538857	12.453323	3.240363	3.037109	40.353291	98.824066

2014-7-21	17:16:58	32.537010	12.451353	3.191964	3.041992	39.744274	98.977333

2014-7-21	17:17:28	32.540707	12.443472	3.163633	3.034668	39.366573	98.750237

2014-7-21	17:17:58	32.540707	12.447412	3.239182	3.083496	40.319439	100.339142

2014-7-21	17:18:28	32.538860	12.451353	3.212032	3.100586	39.994141	100.889534

2014-7-21	17:18:58	32.538860	12.461204	2.482507	2.976074	30.935024	96.838066

2014-7-21	17:19:28	32.540707	12.465143	2.417582	2.822266	30.135509	91.838516

2014-7-21	17:19:58	32.537010	12.467113	2.369184	2.880859	29.536880	93.734550

2014-7-21	17:20:28	32.540707	12.467113	2.460078	2.861328	30.670078	93.109642

2014-7-21	17:20:58	32.540707	12.467113	2.440011	2.810059	30.419895	91.441292

2014-7-21	17:21:28	32.538860	12.463172	2.523824	2.775879	31.454849	90.323936

2014-7-21	17:21:58	32.540707	12.467113	2.501395	2.854004	31.185169	92.871307

2014-7-21	17:22:28	32.538860	12.465143	2.441191	2.902832	30.429800	94.454849

2014-7-21	17:22:58	32.538860	12.469083	2.409319	2.873535	30.042004	93.501556

2014-7-21	17:23:29	32.540707	12.465144	2.449454	2.880859	30.532801	93.745201

2014-7-21	17:23:59	32.538860	12.469083	2.499034	2.949219	31.160658	95.964218

2014-7-21	17:24:29	32.538857	12.467113	2.464801	2.805176	30.728952	91.277214

2014-7-21	17:24:59	32.540707	12.467113	2.456537	2.805176	30.625925	91.282402

2014-7-21	17:25:29	32.538857	12.467113	2.415222	2.802734	30.110844	91.197769

2014-7-21	17:25:59	32.540707	12.463172	2.418763	2.756348	30.145454	89.693497

2014-7-21	17:26:29	32.540707	12.465143	2.392792	2.783203	29.826500	90.567398

2014-7-21	17:26:59	32.538860	12.467113	2.457718	2.819824	30.640648	91.753868

2014-7-21	17:27:29	32.538857	12.465143	2.471883	2.797852	30.812380	91.038887

2014-7-21	17:27:59	32.538857	12.463172	2.434108	2.770996	30.336712	90.165047

2014-7-21	17:28:29	32.540707	12.467113	2.402236	2.795410	29.948952	90.964622

2014-7-21	17:28:59	32.535160	12.467113	2.399875	2.851562	29.919518	92.776039

2014-7-21	17:29:29	32.537010	12.467113	2.416402	2.875977	30.125557	93.575676

2014-7-21	17:29:59	32.535160	12.467113	2.402236	2.907715	29.948952	94.602966

2014-7-21	17:30:29	32.540707	12.467113	2.436470	2.888184	30.375746	93.983536

2014-7-21	17:30:59	32.537010	12.467113	2.419944	2.790527	30.169712	90.795418

2014-7-21	17:31:29	32.538860	12.467113	2.411680	2.802734	30.066689	91.197784

2014-7-21	17:31:59	32.540707	12.467113	2.414041	2.739258	30.096121	89.137383

2014-7-21	17:32:29	32.535164	12.467113	2.451816	2.800293	30.567064	91.107994

2014-7-21	17:32:59	32.538857	12.465143	2.421124	2.800293	30.179657	91.118332

2014-7-21	17:33:29	32.540707	12.469083	2.444733	2.941895	30.483574	95.731323

2014-7-21	17:34:00	32.538857	12.469083	2.429387	2.927246	30.292229	95.249237

2014-7-21	17:34:30	32.540707	12.469083	2.409319	2.905273	30.042004	94.539650

2014-7-21	17:35:00	32.538860	12.465143	2.342033	2.910156	29.193775	94.693169

2014-7-21	17:35:30	32.540707	12.469083	2.379807	2.917480	29.674017	94.936874

2014-7-21	17:36:00	32.538860	12.467113	2.423485	2.775879	30.213863	90.323936

2014-7-21	17:36:30	32.540707	12.463174	2.399876	2.841797	29.910067	92.474075

2014-7-21	17:37:00	32.538860	12.467113	2.488410	2.722168	31.023291	88.576241

2014-7-21	17:37:30	32.537010	12.467113	2.457718	2.731934	30.640652	88.888954

2014-7-21	17:38:00	32.540707	12.467113	2.441191	2.705078	30.434605	88.025154

2014-7-21	17:38:30	32.537006	12.469083	2.406958	2.932129	30.012564	95.402695

2014-7-21	17:39:00	32.540707	12.469083	2.398695	2.841797	29.909523	92.474075

2014-7-21	17:39:30	32.535160	12.467113	2.455357	2.658691	30.611212	86.500954

2014-7-21	17:40:00	32.537010	12.469083	2.392793	2.824707	29.835930	91.907524

2014-7-21	17:40:30	32.533314	12.469083	2.389251	2.939453	29.791769	95.630150

2014-7-21	17:41:00	32.533314	12.467113	2.369184	2.741699	29.536880	89.196564

2014-7-21	17:41:30	32.531467	12.467113	2.455357	2.768555	30.611216	90.065147

2014-7-21	17:42:00	32.531460	12.469083	2.415222	2.866211	30.115599	93.242027

2014-7-21	17:42:30	32.533314	12.469083	2.402236	2.844238	29.953682	92.532494

2014-7-21	17:43:00	32.537010	12.467113	2.350296	2.775879	29.301407	90.318802

2014-7-21	17:43:30	32.529617	12.467113	2.373905	2.753906	29.595749	89.583519

2014-7-21	17:44:01	32.529613	12.467113	2.421124	2.780762	30.184425	90.457108

2014-7-21	17:44:31	32.537010	12.467113	2.349116	2.800293	29.286688	91.113159

2014-7-21	17:45:01	32.529617	12.467113	2.429387	2.802734	30.287439	91.171875

2014-7-21	17:45:31	32.533310	12.469083	2.388071	2.863770	29.777054	93.167900

2014-7-21	17:46:01	32.529613	12.467113	2.422304	2.817383	30.199135	91.648376

2014-7-21	17:46:31	32.527767	12.467113	2.399875	2.822266	29.919518	91.802002

2014-7-21	17:47:01	32.525917	12.467113	2.406958	2.766113	30.007820	89.970367

2014-7-21	17:47:31	32.516674	12.469083	2.393973	2.868652	29.850653	93.279030

2014-7-21	17:48:01	32.514824	12.467113	2.397515	2.758789	29.890087	89.701538

2014-7-21	17:48:31	32.520374	12.467113	2.399875	2.692871	29.919519	87.573174

2014-7-21	17:49:01	32.512978	12.469083	2.382168	2.683105	29.703453	87.235748

2014-7-21	17:49:31	32.516674	12.469083	2.378627	2.792969	29.659298	90.818054

2014-7-21	17:50:01	32.511127	12.467113	2.412860	2.590332	30.081404	84.214615

2014-7-21	17:50:31	32.500042	12.461204	2.421124	2.568359	30.170113	83.471786

2014-7-21	17:51:01	32.507435	12.463174	2.410500	2.634277	30.042475	85.633598

2014-7-21	17:51:31	32.507427	12.463172	2.404598	2.624512	29.968912	85.316124

2014-7-21	17:52:01	32.509277	12.467113	2.382168	2.741699	29.698757	89.130661

2014-7-21	17:52:31	32.501888	12.469083	2.399876	2.780762	29.924248	90.380005

2014-7-21	17:53:01	32.496342	12.463174	2.419943	2.800293	30.160172	90.999275

2014-7-21	17:53:31	32.488941	12.465140	2.419943	2.856445	30.164934	92.802887

2014-7-21	17:54:02	32.494492	12.471053	2.393973	3.073730	29.855366	99.879311

2014-7-21	17:54:32	32.487095	12.467113	2.396334	2.753906	29.875366	89.466415

2014-7-21	17:55:02	32.485245	12.469083	2.357379	2.680664	29.394350	87.082031

2014-7-21	17:55:32	32.483398	12.469083	2.406958	2.766113	30.012564	89.852760

2014-7-21	17:56:02	32.483398	12.469083	2.405778	2.829590	29.997841	91.914696

2014-7-21	17:56:32	32.485245	12.467113	2.427026	2.702637	30.258009	87.795815

2014-7-21	17:57:02	32.485245	12.467113	2.411680	2.687988	30.066685	87.319954

2014-7-21	17:57:32	32.483398	12.463172	2.390432	2.687988	29.792360	87.314995

2014-7-21	17:58:02	32.483398	12.467113	2.365642	2.670898	29.492727	86.759857

2014-7-21	17:58:32	32.485245	12.463171	2.393973	2.758789	29.836500	89.619942

2014-7-21	17:59:02	32.483398	12.469083	2.391612	2.749023	29.821205	89.297623

